Cluster,Identifier
1427,7UZ6_1_P_C
1427,7UZ6_1_M_B
1427,7UZ6_1_H_A
1427,7SWW_1_H_A
1427,7SWX_1_H_A
1427,7T6X_1_H_U
1427,6VZI_1_D_G
1427,6MU8_1_D_G
1427,6NNF_1_D_G
1427,6MU7_1_D_G
1427,6W03_1_D_G
1427,6MUF_1_D_G
1427,6MTN_1_D_G
1427,6MU6_1_D_G
1427,6MTJ_1_D_G
1427,6MTJ_1_D_B
1427,6WIX_1_D_G
1427,6NM6_1_D_G
1427,6MUG_1_D_G
1427,6NNJ_1_D_G
1427,6MU7_1_D_B
1427,6CK9_1_D_G
1427,6MTN_1_D_B
1427,8SAY_1_M_K
1427,8SAY_1_H_F
1427,8SAY_1_C_A
1427,7RAI_1_H_A
1427,7RAI_1_I_E
1427,7RAI_1_J_A
1427,7RAI_1_J_E
1427,7RAI_1_I_C
1427,7RAI_1_H_C
1427,7M6E_1_D_E
1427,7M6E_1_H_A
1427,7M6E_1_F_B
1427,7R8M_1_D_C
1427,7R8M_1_H_B
1427,7V2A_1_E_A
1427,7V2A_1_I_C
1427,7V2A_1_G_B
1427,7Q9M_1_H_C
1427,7Q9M_1_J_A
1427,7Q9M_1_E_B
1427,7XDB_1_G_B
1427,8DT3_1_H_C
1427,6DFH_1_I_D
1427,6DFH_1_G_C
1427,6DFH_1_H_A
1427,6QD8_1_W_F
1427,6QD8_1_H_B
1427,6QD8_1_Q_D
1427,8TPA_1_D_C
1427,8TPA_1_H_A
1427,8TPA_1_I_G
1427,8DE4_1_B_A
1427,8DE3_1_B_A
1427,7LI8_1_B_A
1427,7MGW_1_B_A
1427,7LIA_1_B_A
1427,8FR6_1_H_G
1427,8FR6_1_D_C
1427,8FR6_1_J_I
1427,7RW2_1_G_B
1427,7RW2_1_I_C
1427,7RW2_1_H_A
1427,6H3T_1_H_A
1427,8TCO_1_F_C
1427,5VN8_1_I_E
1427,5VN8_1_H_G
1427,5VN8_1_F_D
1427,8K5H_1_H_A
1427,7X96_1_H_G
1427,8DOK_1_H_F
1427,7MXE_1_B_F
1427,6NQD_1_H_F
1427,6NQD_1_D_B
1427,8CZZ_1_L_J
1427,8CZZ_1_H_F
1427,7MXE_1_O_C
1427,6NQD_1_L_J
1427,8DOK_1_L_J
1427,7MXE_1_L_D
1427,8G6U_1_H_F
1427,6CM3_1_U_C
1427,7KDE_1_T_A
1427,8CZZ_1_D_B
1427,7KDE_1_R_C
1427,8GPJ_1_C_W
1427,8G6U_1_D_B
1427,8GPJ_1_E_V
1427,6CM3_1_Q_B
1427,6CM3_1_S_A
1427,8DOK_1_D_B
1427,8G6U_1_L_J
1427,7KDE_1_P_B
1427,8GPJ_1_L_U
1427,7UOP_1_B_G
1427,7UOP_1_H_A
1427,7UOP_1_C_D
1427,7YHK_1_F_A
1427,4R0L_1_A_C
1427,4R0L_1_H_D
1427,6NNJ_1_U_G
1427,8IV5_1_A_G
1427,8IV8_1_C_G
1427,1kxv_B
1427,4lgp_B
1427,7TY0_1_J_D
1428,6fpg_B
1429,5cx3_B
1430,4c9b_B
1431,2ij0_B
1432,3o5t_B
1433,1vpp_B
1434,3thm_B
1435,2kxw_B
1436,4u3j_B
1437,1ffw_B
1438,5yi8_B
1439,2j5l_B
1439,2j4w_B
1440,6iua_B
1440,6iu7_B
1441,3lev_B
1442,4u2x_B
1443,3OJA_1_A_B
1444,2jki_B
1445,1eer_B
1445,6moe_B
1446,3sjd_B
1446,3zs9_B
1447,2vda_B
1448,6bck_B
1448,3hi1_B
1448,2i60_B
1448,2i5y_B
1448,1yyl_B
1448,6OEJ_1_G_H
